#router1, port on router1, router2, port on router2, link created on, link
destroyed on
sdg-agg1,GigabitEthernet0/0/0,sdg-agg2,GigabitEthernet0/0/0,1204113896.0,1241589917.0
sdg-agg1,GigabitEthernet0/0/0,sdg-agg2,GigabitEthernet0/0/0,1241589917.0,1242209194.0
sdg-agg1,GigabitEthernet5/0/0,sdg-agg2,GigabitEthernet5/0/0,1242209194.0,2.53402329599e+11
can-cc,GigabitEthernet0/3,oak-dc1,GigabitEthernet2/0/5,1297850839.0,1297937232.0
sfo-agg1,POS7/0,svl-agg2,POS7/0,1279562724.0,1298995635.0
sfo-agg1,POS7/0,svl-agg2,POS7/0,1298996214.0,1349316390.0
lax-dc2,Serial3/1:10,msa-cc,Serial2/0,1221073564.0,1245312014.0
can-cc,FastEthernet0/1,can-cc-1,GigabitEthernet0/2,1258193548.0,1292321266.0
can-cc,GigabitEthernet0/2,can-cc-1,GigabitEthernet0/2,1292321266.0,2.53402329599e+11
sol-cc,FastEthernet0/1,sol-cc-1,GigabitEthernet0/2,1255767134.0,2.53402329599e+11
lax-core2,TenGigE0/5/0/2,riv-isp1,GigabitEthernet2/0/0,1263528326.0,1276826710.0
lax-core2,TenGigE0/5/0/2,riv-isp1,GigabitEthernet2/0/0,1276913115.0,1343441201.0
noc-cc,Serial1/0,tus-agg1,Serial3/0:11,1276330059.0,1328702849.0
cor-agg1,GigabitEthernet4/0/0.192,sis-coe,GigabitEthernet0/1,1306915621.0,2.53402329599e+11
per-cc,FastEthernet0/1,per-cc-1,GigabitEthernet0/2,1270628040.0,2.53402329599e+11
cc-ec-1,GigabitEthernet0/1,lax-dc2,GigabitEthernet2/0/7,1266574066.0,2.53402329599e+11
sol-agg1,GigabitEthernet0/0/3,sol-agg3,GigabitEthernet0/1,1205882483.0,2.53402329599e+11
riv-agg1,GigabitEthernet2/0/4,sb-css,GigabitEthernet0/1,1225303822.0,2.53402329599e+11
oak-core1,TenGigE0/5/0/3,tri-agg1,GigabitEthernet6/0/0,1242885922.0,1317333979.0
oak-core1,TenGigE0/4/0/0,tri-agg1,GigabitEthernet6/0/0,1317377275.0,2.53402329599e+11
oak-hpr,GigabitEthernet4/0,sac-hpr,GigabitEthernet4/0,1090980154.0,1262765133.0
lp-cc,FastEthernet0/1,lp-cc-1,GigabitEthernet0/2,1274429282.0,1313136035.0
cor-agg3,Serial2/0,plu-coe,Serial1/0,1284777954.0,2.53402329599e+11
rb-hs,Serial1/0/1,sha-coe,Serial1/0/1,1087747044.0,1196424907.0
rb-hs,Serial1/1,sha-coe,Serial1/0/1,1196424907.0,1202022685.0
rb-hs,Serial1/1,sha-coe,Serial1/1,1202022685.0,1202082568.0
rb-hs,Serial1/1,sha-coe,Serial1/0/1,1202082568.0,1202418409.0
rb-hs,Serial1/1,sha-coe,Serial1/1,1202418409.0,1219306252.0
rb-hs,GigabitEthernet0/2,sha-coe,GigabitEthernet0/2,1219306252.0,1219911083.0
rb-hs,GigabitEthernet0/2,sha-coe,GigabitEthernet0/2,1219911083.0,2.53402329599e+11
hum-coe,Serial1/0/0,svl-dc1,Serial6/0:11,1087747044.0,1096531200.0
hum-coe,Serial1/0/0,svl-dc1,Serial6/0:11,1096531906.0,1199528950.0
hum-coe,Serial1/0,svl-dc1,Serial6/0:11,1199528950.0,1285394935.0
oak-dc2,POS8/0,svl-dc1,POS1/0,1108108963.0,1115978565.0
oak-dc2,POS8/0,svl-dc1,POS1/0,1144692198.0,1163448202.0
cor-dc3,Serial2/1,sha-cc,Serial1/0,1284617134.0,1285135207.0
svl-core1,TenGigE0/2/0/0,svl-px1,GigabitEthernet7/0/0,1207862388.0,1253052341.0
svl-core1,TenGigE0/3/0/0,svl-px1,GigabitEthernet5/0/0,1253052341.0,1313589939.0
svl-core1,TenGigE0/3/0/0,svl-px1,GigabitEthernet5/0/0,1313589939.0,1313604353.0
svl-core1,TenGigE0/3/0/0,svl-px1,GigabitEthernet5/0/0,1313604353.0,2.53402329599e+11
frg-dc1,Serial1/1:1,tuo-coe,Serial1/0/0,1087747044.0,1194297074.0
frg-dc1,Serial1/1:1,tuo-coe,Serial1/0,1194297074.0,1202238507.0
berk-cc-1,GigabitEthernet0/1,svl-agg1,GigabitEthernet0/0/9,1260948040.0,2.53402329599e+11
cor-agg3,Serial4/0,sis-cc,Serial1/0,1284777954.0,1313042734.0
marin-coe,GigabitEthernet0/1,ora-coe-1,GigabitEthernet0/3,1201481464.0,1273086001.0
scl-coe,POS0/1/0,svl-dc1,POS6/1:10,1087747044.0,1099072963.0
scl-coe,GigabitEthernet0/1,svl-dc1,GigabitEthernet2/0/2,1198183055.0,1217444828.0
oak-core1,GigabitEthernet0/6/0/0,oak-dc2,GigabitEthernet4/0/0,1207347122.0,1242885922.0
oak-core1,TenGigE0/2/0/4,oak-dc2,GigabitEthernet1/0/0,1242885922.0,1245132318.0
oak-core1,TenGigE0/2/0/4,oak-dc2,GigabitEthernet1/0/0,1245132318.0,1297526732.0
oak-core1,TenGigE0/2/0/4,oak-dc2,GigabitEthernet1/0/0,1297541134.0,2.53402329599e+11
foo-cc,Serial2/0,svl-dc1,Serial6/0:3,1226092518.0,1239995525.0
foo-cc,Serial2/0,svl-dc1,Serial6/0:3,1252523535.0,1281765917.0
frg-dc1,POS1/1:4,sj-coe,POS0/1/0,1087747044.0,1197247830.0
frg-dc1,POS1/1:4,sj-coe,POS1/0,1197247830.0,1202238507.0
lax-dc2,Serial3/1:10,msa-cc-2,Serial2/0,1244602692.0,1248775545.0
lax-isp2,GigabitEthernet2/0/0.628,riv-isp1,GigabitEthernet2/0/0.628,1263528326.0,1336716729.0
lax-isp2,GigabitEthernet1/0/0.628,riv-isp1,GigabitEthernet2/0/0.628,1336716729.0,1336716730.0
lax-isp2,GigabitEthernet1/0/0.628,riv-isp1,GigabitEthernet1/0/0.628,1336716730.0,2.53402329599e+11
merritt-cc-1,GigabitEthernet0/1,svl-agg2,GigabitEthernet2/0/3,1261563156.0,2.53402329599e+11
oak-isp1,GigabitEthernet0/0/1.600,tri-isp1,GigabitEthernet0/0/9.600,1216059248.0,1218679826.0
oak-isp1,GigabitEthernet0/0/7.600,tri-isp1,GigabitEthernet0/0/0.600,1218780624.0,1248314727.0
oak-isp1,GigabitEthernet0/0/2.611,tri-isp1,GigabitEthernet0/0/5.611,1248314727.0,1264046724.0
oak-isp1,GigabitEthernet0/0/2.611,tri-isp1,GigabitEthernet0/0/5.611,1264046724.0,1264479052.0
oak-isp1,GigabitEthernet2/0/0.623,tri-isp1,GigabitEthernet2/0/0.623,1264479052.0,1336097270.0
oak-isp1,GigabitEthernet2/0/0.623,tri-isp1,GigabitEthernet1/0/0.623,1336615617.0,2.53402329599e+11
irv-cc-1,GigabitEthernet0/2,sad-cc,FastEthernet3/0,1315941433.0,2.53402329599e+11
riv-hpr,GigabitEthernet7/0,sac-hpr,GigabitEthernet3/0,1129068195.0,1168574553.0
riv-hpr,GigabitEthernet7/0,sac-hpr,GigabitEthernet3/0,1169784120.0,1255097209.0
lax-dc2,Serial8/3:3,ven-coe,Serial1/0/0,1087747044.0,1169805851.0
lax-dc2,Serial8/3:3,ven-coe,Serial1/0/1,1169805851.0,1185783101.0
lax-dc2,Serial8/3:3,ven-coe,Serial1/0/1,1185783101.0,1198094220.0
lax-dc2,Serial3/3:3,ven-coe,Serial1/0/1,1198094220.0,1202429491.0
lax-dc2,Serial3/3:3,ven-coe,Serial1/1,1202429491.0,1214014207.0
lax-dc2,Serial3/3:5,ven-coe,Serial3/0,1214014207.0,1218161418.0
lax-dc2,GigabitEthernet2/0/9,ven-coe,GigabitEthernet0/1,1218161418.0,2.53402329599e+11
lax-dc3,Serial5/0/1,we,Serial2/0,1087747044.0,1131062594.0
riv-agg1,GigabitEthernet2/0/5,riv-coe,GigabitEthernet0/1,1225303822.0,1315562749.0
riv-agg1,GigabitEthernet2/0/5,riv-coe,GigabitEthernet0/1,1315642379.0,1315728769.0
cor-agg1,GigabitEthernet2/3,sis-cc-1,GigabitEthernet0/1,1265278053.0,1297802833.0
cor-agg1,GigabitEthernet1/0/8,sis-cc-1,GigabitEthernet0/1,1297802833.0,2.53402329599e+11
lax-core2,TenGigE0/3/0/2,lax-isp1,GigabitEthernet2/0/0,1270263550.0,1330603664.0
sm-coe,POS0/1/0,svl-dc1,POS6/1:7,1087747044.0,1099072963.0
irv-cc-1,GigabitEthernet0/1,riv-agg1,GigabitEthernet4/0/1,1250323893.0,2.53402329599e+11
kin-coe,Serial1/0/1,tul-coe,Serial1/0/1,1087747044.0,1183018011.0
kin-coe,Serial1/1,tul-coe,Serial1/0/1,1183018011.0,1197594671.0
kin-coe,Serial1/1,tul-coe,Serial3/1,1197602977.0,1215677130.0
kin-coe,GigabitEthernet0/3,tul-coe,GigabitEthernet0/3,1215677130.0,1215975932.0
kin-coe,GigabitEthernet0/3,tul-coe,GigabitEthernet0/3,1215975932.0,2.53402329599e+11
la-coe,POS0/1/0,lax-dc2,POS8/3:7,1091088677.0,1105358564.0
la-coe,POS0/1/0,lax-dc2,POS8/3:7,1105416190.0,1107857137.0
la-coe,POS1/0/0,lax-dc2,POS8/3:7,1107857137.0,1141992503.0
la-coe,POS1/0/0,lax-dc2,POS8/3:7,1142035702.0,1195444992.0
mad-coe,Serial1/0/0,mar-coe,Serial1/0/1,1087747044.0,1197799541.0
mad-coe,Serial3/0,mar-coe,Serial1/0/1,1197799541.0,1208977539.0
mad-coe,Serial3/0,mar-coe,Serial1/1,1208977539.0,1246521992.0
lt-usd,Serial1/0/0,sac-dc2,Serial7/0:4,1098999404.0,1194684415.0
lt-usd,Serial1/0,sac-dc2,Serial7/0:4,1194684415.0,1290629131.0
lax-hpr,GigabitEthernet3/0,svl-hpr,GigabitEthernet1/0,1087745987.0,1154081002.0
lax-hpr,GigabitEthernet7/0.400,svl-hpr,GigabitEthernet4/0.400,1154081002.0,1210140642.0
lax-hpr,GigabitEthernet3/0,svl-hpr,GigabitEthernet1/0,1210140642.0,1253282724.0
cos-cc,Serial2/0,fre-agg3,Serial2/0,1290053463.0,2.53402329599e+11
frg-agg2,GigabitEthernet2/0/5,mer-coe,GigabitEthernet0/1,1266494714.0,2.53402329599e+11
irv-cc,Serial1/0,tus-agg1,Serial3/0:5,1224271249.0,1312869930.0
cuy-cc,Serial1/0,sdg-agg1,Serial3/0:4,1264241544.0,1302833422.0
sol-coe,GigabitEthernet0/1,svl-agg2,GigabitEthernet2/0/5,1253326116.0,2.53402329599e+11
tul-coe-1,GigabitEthernet0/2,tul-coe-2,GigabitEthernet6/0/0,1162462015.0,1188720371.0
tul-coe-1,GigabitEthernet0/2,tul-coe-2,GigabitEthernet6/0/0,1189797010.0,1197594683.0
bak-agg1,GigabitEthernet0/0/2,bak-agg2,GigabitEthernet0/0/2,1202054605.0,1338415598.0
bak-agg1,GigabitEthernet3/0/0,bak-agg2,GigabitEthernet3/0/0,1338415598.0,2.53402329599e+11
la-usd-1,GigabitEthernet0/1,tus-dc2,GigabitEthernet0/0,1164012496.0,1228881905.0
oak-dc1,GigabitEthernet0/0/0.27,oak-dc3,FastEthernet0/0.27,1094623388.0,1144764187.0
oak-dc1,GigabitEthernet0/0/1.48,oak-dc3,FastEthernet0/1.48,1144764187.0,1203034765.0
oak-dc1,GigabitEthernet0/0/1.48,oak-dc3,GigabitEthernet0/2.48,1203034765.0,1297253126.0
oak-dc1,GigabitEthernet2/0/0.48,oak-dc3,GigabitEthernet0/2.48,1297253126.0,2.53402329599e+11
lax-hpr,GigabitEthernet6/0,riv-hpr,GigabitEthernet6/0,1127181778.0,1253311624.0
bak-dc1,POS5/0,fre-agg2,POS7/0,1197659019.0,1204139559.0
riv-core1,TenGigE0/5/0/0,sdg-agg1,GigabitEthernet6/0/0,1241589917.0,1308334023.0
riv-core1,TenGigE0/0/0/0,sdg-agg1,GigabitEthernet6/0/0,1308334023.0,1308348400.0
riv-core1,TenGigE0/5/0/0,sdg-agg1,GigabitEthernet6/0/0,1308348400.0,1309197950.0
riv-core1,TenGigE0/0/0/0,sdg-agg1,GigabitEthernet6/0/0,1309197950.0,1309515095.0
riv-core1,TenGigE0/0/0/0,sdg-agg1,GigabitEthernet6/0/0,1309515095.0,1317866834.0
riv-core1,TenGigE0/0/0/1,sdg-agg1,GigabitEthernet4/0/0,1317866834.0,1318932383.0
riv-core1,TenGigE0/0/0/2,sdg-agg1,GigabitEthernet6/0/0,1318932383.0,2.53402329599e+11
mer-cc,FastEthernet0/1,mer-cc-1,GigabitEthernet0/2,1260007941.0,2.53402329599e+11
la-usd,POS0/1/0,tus-dc1,POS4/1:7,1091088677.0,1163995362.0
csu-asr-1,Serial1/0,sac-agg3,Serial4/1,1288080437.0,1299874295.0
csu-asr-1,Serial2/1:0,sac-agg3,Serial5/0:0,1299874295.0,2.53402329599e+11
cho-usd,Serial1/0,frg-dc1,Serial1/1:3,1087747043.0,1202238507.0
oak-dc1,GigabitEthernet4/0/3,oak-isp1,GigabitEthernet0/0/4,1220926261.0,1264479051.0
ama-coe,Serial1/0,frg-agg1,Serial3/0:1,1202238549.0,1222812613.0
bak-dc1,POS4/0,lax-dc2,POS3/0,1087745987.0,1092938878.0
bak-dc1,POS4/0,lax-dc2,POS3/0,1092952951.0,1118253777.0
fre-agg1,GigabitEthernet0/0/9,fre-dc1,GigabitEthernet4/2,1195617499.0,1198051205.0
dv-cc,FastEthernet0/1,dv-cc-1,GigabitEthernet0/2,1262772777.0,2.53402329599e+11
fre-agg3,Serial1/1,wh-cc,Serial2/0,1290039080.0,2.53402329599e+11
cor-dc2,GigabitEthernet1/1,sac-dc1,GigabitEthernet3/0/9,1202544201.0,1209526180.0
sd-coe-1,TenGigabitEthernet2/1,sdg-agg2,GigabitEthernet1/0/0,1271837223.0,1288202733.0
sd-coe-1,TenGigabitEthernet2/1,sdg-agg2,GigabitEthernet4/0/0.218,1288202733.0,2.53402329599e+11
cor-dc1,Serial4/1:5,sha-coe,Serial1/0/0,1087747044.0,1098828202.0
sf-coe,GigabitEthernet0/1,svl-agg2,GigabitEthernet2/0/1,1315937150.0,2.53402329599e+11
cyp-6509-msfc,Serial6/0/1,tus-dc1,Serial4/2:2,1087747044.0,1183795573.0
cyp-6509-msfc,Serial6/0/1,tus-dc1,Serial4/2:2,1184267164.0,1216313129.0
sdg-dc2,POS7/0,tus-dc2,POS6/0,1106856166.0,1207672688.0
cor-dc2,Serial6/0:2,sis-coe,Serial1/0/0,1098439368.0,1195254648.0
cor-dc2,Serial6/0:2,sis-coe,Serial1/0,1195254648.0,1213721957.0
fre-agg1,Serial3/0:1,whl-cc,Serial2/0,1197484323.0,1290039080.0
sac-agg3,GigabitEthernet0/1,sac-dc1,GigabitEthernet3/0/3,1207620345.0,1208859004.0
sac-agg3,GigabitEthernet0/1,sac-dc1,GigabitEthernet3/0/3,1286950274.0,2.53402329599e+11
lax-dc2,Serial8/3:1,pom-usd,Serial1/0/1,1100779366.0,1198094220.0
lax-dc2,Serial3/3:1,pom-usd,Serial1/0/1,1198094220.0,1201946764.0
lax-dc2,Serial3/3:1,pom-usd,Serial1/1,1201946764.0,1222308549.0
sfo-agg1,GigabitEthernet0/0/8,sfo-dc1,GigabitEthernet1/0,1210414286.0,1279173608.0
lp-cc,Serial1/0,svl-agg1,Serial3/0:3,1281146779.0,1312596335.0
imp-coe,POS4/0/0,sdg-dc1,POS3/1:4,1087747044.0,1166155317.0
imp-coe,POS4/0/0,sdg-dc1,POS3/1:4,1167940923.0,1207764287.0
cab-cc-2,GigabitEthernet0/1,oak-dc1,GigabitEthernet4/0/8,1225966876.0,1226744472.0
sol-agg1,POS6/0,svl-dc2,POS6/0,1205949839.0,1209564610.0
cyp-cc-1,GigabitEthernet0/1,noc-cc,GigabitEthernet0/1,1327140840.0,2.53402329599e+11
sac-agg2,GigabitEthernet0/0/5,sac-coe,GigabitEthernet0/1,1209161421.0,1299232817.0
mc-cc,Serial1/0,sdg-agg1,Serial3/0:5,1215684615.0,1302833422.0
riv-agg1,GigabitEthernet0/0/3,vv-cc,GigabitEthernet0/1,1214467566.0,1259787614.0
sad-cc,GigabitEthernet0/3,tus-agg2,GigabitEthernet0/0/7,1217012759.0,2.53402329599e+11
rb-hs,GigabitEthernet3/0,teh-coe-1,GigabitEthernet0/2,1302250050.0,2.53402329599e+11
cor-dc1,Serial4/0:3,rb-hs,Serial1/0/0,1087747044.0,1196424907.0
cor-dc1,Serial4/0:3,rb-hs,Serial1/0,1196424907.0,1213721896.0
mis-cc,Serial2/0,svl-agg1,Serial3/0:2,1281679571.0,2.53402329599e+11
sfo-dc1,POS5/0,svl-dc1,POS1/0,1163649825.0,1212430200.0
sac-agg2,GigabitEthernet0/0/8,sac-dc2,GigabitEthernet2/2,1207879497.0,1218089427.0
sac-agg2,GigabitEthernet0/0/8,sac-dc2,GigabitEthernet2/2,1218089427.0,1290672008.0
mp-cc,Serial1/0/0,sol-dc1,Serial6/0:5,1087747044.0,1197413056.0
mp-cc,Serial1/0,sol-dc1,Serial6/0:5,1197413056.0,1206007461.0
cab-cc-2,Serial3/0,svl-dc1,Serial6/0:1,1226744472.0,1282197918.0
lax-dc1,POS4/0,sac-dc1,POS2/0,1087745987.0,1124258580.0
lax-dc1,POS4/0,sac-dc1,POS2/0,1124445793.0,1224166212.0
mar-cc-1,GigabitEthernet0/1,svl-agg1,GigabitEthernet0/0/7,1263417151.0,2.53402329599e+11
ful-cc-2,GigabitEthernet0/1,lax-dc2,GigabitEthernet4/0/6,1322914028.0,1327046794.0
sac-agg2,GigabitEthernet5/0/0,tri-core1,TenGigE0/0/0/1,1265947532.0,1288289122.0
sac-agg2,GigabitEthernet5/0/0,tri-core1,TenGigE0/0/0/1,1288317938.0,2.53402329599e+11
bak-agg1,GigabitEthernet0/0/3,bak-dc3,GigabitEthernet0/2,1202054605.0,2.53402329599e+11
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1214515628.0,1215137406.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1215137406.0,1215151814.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1215151814.0,1227197567.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1227197567.0,1227211809.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1227211809.0,1227614720.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1227614720.0,1227686697.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1227686697.0,1256292332.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1256292332.0,1256306724.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1256306724.0,1263614727.0
oak-core1,GigabitEthernet0/6/0/3,oak-isp1,GigabitEthernet0/0/9,1263614727.0,1264479051.0
oak-core1,TenGigE0/2/0/1,oak-isp1,GigabitEthernet2/0/0,1264479051.0,1297526732.0
oak-core1,TenGigE0/2/0/1,oak-isp1,GigabitEthernet2/0/0,1297541134.0,2.53402329599e+11
sdg-agg2,GigabitEthernet4/0/0.225,usd-gw,GigabitEthernet0/3,1295298435.0,1311840782.0
sdg-agg2,GigabitEthernet4/0/0.226,usd-gw,GigabitEthernet0/1,1311840782.0,1311991531.0
sdg-agg2,GigabitEthernet4/0/0.226,usd-gw,GigabitEthernet0/1,1311991531.0,2.53402329599e+11
cor-dc1,Serial4/0:1,tri-coe,Serial1/0/1,1100779366.0,1194958619.0
cor-dc1,Serial4/0:1,tri-coe,Serial1/0,1194958619.0,1213721896.0
sbar-coe,Serial1/0,slo-agg3,Serial2/0,1207591509.0,1220508657.0
sbar-coe,Serial1/0,slo-agg3,Serial2/0,1220580623.0,2.53402329599e+11
slo-agg1,GigabitEthernet0/0/3,slo-agg3,GigabitEthernet0/2,1206497070.0,2.53402329599e+11
can-cc-1,GigabitEthernet0/1,oak-dc1,GigabitEthernet2/0/5,1257502381.0,1297850839.0
can-cc-1,GigabitEthernet0/1,oak-dc1,GigabitEthernet2/0/5,1297937232.0,2.53402329599e+11
lax-core1,TenGigE0/0/0/0,riv-core1,TenGigE0/5/0/3,1271369425.0,1292299571.0
lax-core1,TenGigE0/0/0/0,riv-core1,TenGigE0/5/0/3,1292299571.0,1293149132.0
lax-core1,TenGigE0/7/0/1,riv-core1,TenGigE0/1/0/1,1293149132.0,1293177926.0
lax-core1,TenGigE0/0/0/0,riv-core1,TenGigE0/5/0/3,1293177926.0,1306908324.0
lax-core1,TenGigE0/7/0/1,riv-core1,TenGigE0/1/0/1,1306908324.0,1313158242.0
lax-core1,TenGigE0/7/0/2,riv-core1,TenGigE0/1/0/2,1313158242.0,1325505974.0
lax-core1,TenGigE0/7/0/3,riv-core1,TenGigE0/1/0/3,1325505974.0,1326830883.0
lax-core1,TenGigE0/7/0/2,riv-core1,TenGigE0/1/0/2,1326830883.0,2.53402329599e+11
coa-ccd,GigabitEthernet0/1,tus-dc1,GigabitEthernet3/2,1190880549.0,1208801403.0
lax-agg3,GigabitEthernet0/3,lax-agg4,GigabitEthernet0/3,1296907524.0,2.53402329599e+11
cor-agg3,Serial1/1,gle-coe,Serial1/0,1284777954.0,1302919520.0
lax-core2,TenGigE0/2/0/2,lax-px1,GigabitEthernet1/0/0,1204877061.0,1221127836.0
lax-core2,TenGigE0/2/0/2,lax-px1,GigabitEthernet1/0/0,1221315025.0,1305871522.0
lax-core2,TenGigE0/3/0/4,lax-px1,GigabitEthernet4/0/0,1305871522.0,1319551600.0
lax-core2,TenGigE0/3/0/4,lax-px1,GigabitEthernet4/0/0,1319551600.0,1319566047.0
lax-core2,TenGigE0/3/0/7,lax-px1,GigabitEthernet1/0/0,1319566047.0,1320248237.0
lax-core2,TenGigE0/3/0/4,lax-px1,GigabitEthernet4/0/0,1320248237.0,2.53402329599e+11
oak-hpr,GigabitEthernet3/0,svl-hpr,GigabitEthernet3/0,1087745987.0,1193666609.0
oak-hpr,GigabitEthernet3/0,svl-hpr,GigabitEthernet3/0,1194026599.0,1269497430.0
ala-cc,Serial1/0,oak-dc2,Serial5/1:1,1264846028.0,2.53402329599e+11
riv-agg2,POS7/0,sdg-agg1,POS7/0,1225390224.0,1330056458.0
tri-agg1,GigabitEthernet0/0/1,tri-core1,GigabitEthernet0/1/0/1,1203741955.0,1209526182.0
tri-agg1,GigabitEthernet0/0/1,tri-core1,GigabitEthernet0/1/0/1,1209526182.0,1242885922.0
tri-agg1,GigabitEthernet0/0/1,tri-core1,GigabitEthernet0/1/0/1,1242885922.0,1264493434.0
tri-agg1,GigabitEthernet5/0/0,tri-core1,TenGigE0/2/0/0,1264493434.0,2.53402329599e+11
bak-agg2,GigabitEthernet0/0/3,bak-dc3,GigabitEthernet0/3,1201896248.0,2.53402329599e+11
moo-cc,GigabitEthernet0/1,tus-agg1,GigabitEthernet4/0/6,1227003981.0,2.53402329599e+11
oak-dc1,GigabitEthernet5/0,sac-dc1,GigabitEthernet7/0,1144692198.0,1209526181.0
har-cc,GigabitEthernet0/2,har-cc-1,GigabitEthernet0/2,1254903242.0,1282936257.0
ohl-cc-1,GigabitEthernet0/1,svl-agg2,GigabitEthernet4/0/8,1254039165.0,2.53402329599e+11
slo-agg2,GigabitEthernet0/0/3,slo-agg3,GigabitEthernet0/1,1206497070.0,1207159474.0
slo-agg2,GigabitEthernet0/0/3,slo-agg3,GigabitEthernet0/1,1207173880.0,2.53402329599e+11
stan-dc3,GigabitEthernet0/0/0.251,svl-dc2,GigabitEthernet0/1.251,1132194162.0,1157089862.0
stan-dc3,GigabitEthernet0/0/0.251,svl-dc2,GigabitEthernet0/1.251,1157089881.0,1201147389.0
lax-dc2,Serial8/3:5,sac-coe,POS0/1/0,1185760986.0,1198094220.0
lax-dc2,Serial3/3:5,sac-coe,POS0/1/0,1198094220.0,1200736801.0
sis-cc,FastEthernet0/1,sis-cc-1,GigabitEthernet0/2,1265450806.0,1313261052.0
sis-cc,FastEthernet0/1,sis-cc-1,GigabitEthernet0/2,1313261077.0,1316978009.0
bak-dc1,POS3/0:10,ker-coe,POS0/1/0,1087747044.0,1167599058.0
bak-dc1,POS3/0:10,ker-coe,POS0/1/0,1167991777.0,1197199192.0
bak-dc1,POS3/0:10,ker-coe,POS1/0,1197199192.0,1198491035.0
bak-dc1,POS3/0:10,ker-coe,POS1/0,1199866845.0,1204139559.0
cj-usd,POS0/1/0,tus-dc1,POS4/1:10,1087747043.0,1195985138.0
cj-usd,POS1/0,tus-dc1,POS4/1:10,1195985138.0,1216313129.0
sdg-agg2,GigabitEthernet0/0/9,sdg-dc2,GigabitEthernet4/3,1204113896.0,1207672688.0
sdg-agg2,GigabitEthernet0/0/9,sdg-dc2,GigabitEthernet4/3,1207672688.0,1222236612.0
cor-agg1,Serial3/0:3,rb-hs,Serial1/0,1213721766.0,1219306252.0
cor-agg1,GigabitEthernet0/0/5,rb-hs,GigabitEthernet0/1,1219306252.0,1219975841.0
cor-agg1,GigabitEthernet0/0/5,rb-hs,GigabitEthernet0/1,1219975841.0,2.53402329599e+11
vv-cc,GigabitEthernet0/3,vv-cc-2,GigabitEthernet0/2,1256152357.0,1259787614.0
pdc-dc1,GigabitEthernet5/0.461,sdg-agg1,GigabitEthernet0/0/6.461,1217931014.0,2.53402329599e+11
cab-cc-2,Serial3/0,svl-agg1,Serial3/0:4,1282197918.0,2.53402329599e+11
lam-gw-1,Vlan20,lam-gw-2,Vlan20,1231409195.0,2.53402329599e+11
ker-coe,ATM5/0/0.1,slo-coe,ATM5/1/0.1,1087747044.0,1132194161.0
ker-coe,ATM5/0/0.777,slo-coe,ATM5/1/0.777,1132194162.0,1197195108.0
ker-coe,ATM5/0/0.777,slo-coe,ATM3/0.777,1197195108.0,1197199192.0
ker-coe,ATM3/0.777,slo-coe,ATM3/0.777,1197199192.0,1218182732.0
ker-coe,ATM3/0.777,slo-coe,ATM3/0.777,1218701132.0,1225966876.0
ker-coe,Serial1/0,slo-coe,Serial1/0,1225966876.0,2.53402329599e+11
lax-hpr,GigabitEthernet4/0,sdg-hpr,GigabitEthernet7/0,1087745987.0,1090260151.0
lax-hpr,GigabitEthernet2/0,sdg-hpr,GigabitEthernet7/0,1090260151.0,1103169771.0
lax-hpr,GigabitEthernet5/0,sdg-hpr,GigabitEthernet6/0,1103169771.0,1126936973.0
lax-hpr,GigabitEthernet6/0,sdg-hpr,GigabitEthernet6/0,1126936973.0,1127253606.0
cdu,GigabitEthernet0/1,yol-coe,GigabitEthernet0/2,1223453449.0,2.53402329599e+11
ala-cc,FastEthernet0/1,ala-cc-1,GigabitEthernet0/2,1264846028.0,1294308423.0
ala-cc,GigabitEthernet0/2,ala-cc-1,GigabitEthernet0/2,1294308423.0,2.53402329599e+11
fre-coe-1,GigabitEthernet1/1,mad-coe,GigabitEthernet0/1,1316679172.0,2.53402329599e+11
sdg-agg1,GigabitEthernet0/0/4.23,sdg-dc3,GigabitEthernet5/0/0.23,1217743814.0,1333936841.0
but-coe,Serial1/0/1,gle-coe,Serial1/0/1,1087747044.0,1193742652.0
but-coe,Serial1/0/1,gle-coe,Serial1/1,1193742652.0,1202557662.0
but-coe,Serial1/1,gle-coe,Serial1/1,1202557662.0,1218269155.0
but-coe,GigabitEthernet0/2,gle-coe,GigabitEthernet0/2,1218269155.0,1218614734.0
but-coe,GigabitEthernet0/2,gle-coe,GigabitEthernet0/2,1218614734.0,2.53402329599e+11
sm-coe,POS0/1/0,svl-dc2,POS5/0:7,1099072963.0,1205589854.0
sm-coe,GigabitEthernet0/1,svl-dc2,GigabitEthernet1/1,1205913878.0,1253757954.0
